Tempo; Deslocamento; Força; Tensão à flexão
(s);(mm);(kN);(MPa)
"0,0000";"0,8772";"0,0000";"-0,0092"
"0,0200";"0,8771";"0,0000";"-0,0128"
"0,0400";"0,8769";"-0,0001";"-0,0191"
"0,0600";"0,8767";"-0,0001";"-0,0329"
"0,0800";"0,8766";"-0,0001";"-0,0327"
"0,1000";"0,8766";"-0,0001";"-0,0314"
"0,1200";"0,8766";"-0,0001";"-0,0311"
"0,1400";"0,8767";"-0,0001";"-0,0286"
"0,1600";"0,8767";"-0,0001";"-0,0306"
"0,1800";"0,8767";"-0,0001";"-0,0308"
"0,2000";"0,8767";"-0,0001";"-0,0276"
"0,2200";"0,8767";"-0,0001";"-0,0267"
"0,2400";"0,8768";"-0,0001";"-0,0253"
"0,2600";"0,8768";"-0,0001";"-0,0269"
"0,2800";"0,8768";"-0,0001";"-0,0241"
"0,3000";"0,8769";"-0,0001";"-0,0202"
"0,3200";"0,8769";"-0,0001";"-0,0181"
"0,3400";"0,8770";"-0,0001";"-0,0178"
"0,3600";"0,8770";"-0,0001";"-0,0173"
"0,3800";"0,8771";"-0,0001";"-0,0180"
"0,4000";"0,8772";"0,0000";"-0,0132"
"0,4200";"0,8773";"0,0000";"-0,0048"
"0,4400";"0,8773";"0,0000";"-0,0058"
"0,4600";"0,8774";"0,0000";"-0,0011"
"0,4800";"0,8775";"0,0000";"0,0023"
"0,5000";"0,8776";"0,0000";"0,0075"
"0,5200";"0,8777";"0,0000";"0,0074"
"0,5400";"0,8778";"0,0000";"0,0129"
"0,5600";"0,8779";"0,0001";"0,0174"
"0,5800";"0,8780";"0,0001";"0,0203"
"0,6000";"0,8781";"0,0001";"0,0252"
"0,6200";"0,8783";"0,0001";"0,0312"
"0,6400";"0,8785";"0,0001";"0,0416"
"0,6600";"0,8786";"0,0002";"0,0473"
"0,6800";"0,8788";"0,0002";"0,0528"
"0,7000";"0,8789";"0,0002";"0,0575"
"0,7200";"0,8791";"0,0002";"0,0659"
"0,7400";"0,8793";"0,0002";"0,0724"
"0,7600";"0,8794";"0,0003";"0,0777"
"0,7800";"0,8796";"0,0003";"0,0856"
"0,8000";"0,8798";"0,0003";"0,0934"
"0,8200";"0,8800";"0,0003";"0,0995"
"0,8400";"0,8802";"0,0003";"0,1061"
"0,8600";"0,8804";"0,0004";"0,1156"
"0,8800";"0,8807";"0,0004";"0,1227"
"0,9000";"0,8809";"0,0004";"0,1295"
"0,9200";"0,8811";"0,0005";"0,1386"
"0,9400";"0,8813";"0,0005";"0,1430"
"0,9600";"0,8816";"0,0005";"0,1508"
"0,9800";"0,8818";"0,0005";"0,1611"
"1,0000";"0,8820";"0,0006";"0,1719"
"1,0200";"0,8823";"0,0006";"0,1814"
"1,0400";"0,8825";"0,0006";"0,1883"
"1,0600";"0,8828";"0,0006";"0,1968"
"1,0800";"0,8831";"0,0007";"0,2067"
"1,1000";"0,8834";"0,0007";"0,2203"
"1,1200";"0,8836";"0,0007";"0,2263"
"1,1400";"0,8839";"0,0008";"0,2320"
"1,1600";"0,8841";"0,0008";"0,2384"
"1,1800";"0,8844";"0,0008";"0,2487"
"1,2000";"0,8846";"0,0009";"0,2619"
"1,2200";"0,8849";"0,0009";"0,2714"
"1,2400";"0,8851";"0,0009";"0,2762"
"1,2600";"0,8854";"0,0009";"0,2802"
"1,2800";"0,8857";"0,0010";"0,2905"
"1,3000";"0,8860";"0,0010";"0,3039"
"1,3200";"0,8862";"0,0010";"0,3127"
"1,3400";"0,8865";"0,0011";"0,3214"
"1,3600";"0,8867";"0,0011";"0,3276"
"1,3800";"0,8870";"0,0011";"0,3334"
"1,4000";"0,8873";"0,0011";"0,3421"
"1,4200";"0,8875";"0,0012";"0,3512"
"1,4400";"0,8878";"0,0012";"0,3598"
"1,4600";"0,8881";"0,0012";"0,3696"
"1,4800";"0,8884";"0,0012";"0,3776"
"1,5000";"0,8888";"0,0013";"0,3916"
"1,5200";"0,8891";"0,0013";"0,4047"
"1,5400";"0,8894";"0,0014";"0,4158"
"1,5600";"0,8897";"0,0014";"0,4267"
"1,5800";"0,8900";"0,0014";"0,4359"
"1,6000";"0,8903";"0,0015";"0,4449"
"1,6200";"0,8906";"0,0015";"0,4550"
"1,6400";"0,8909";"0,0015";"0,4660"
"1,6600";"0,8912";"0,0016";"0,4749"
"1,6800";"0,8915";"0,0016";"0,4870"
"1,7000";"0,8918";"0,0016";"0,4962"
"1,7200";"0,8920";"0,0017";"0,5063"
"1,7400";"0,8923";"0,0017";"0,5159"
"1,7600";"0,8925";"0,0017";"0,5188"
"1,7800";"0,8928";"0,0017";"0,5278"
"1,8000";"0,8931";"0,0018";"0,5378"
"1,8200";"0,8934";"0,0018";"0,5498"
"1,8400";"0,8937";"0,0018";"0,5585"
"1,8600";"0,8940";"0,0019";"0,5671"
"1,8800";"0,8943";"0,0019";"0,5771"
"1,9000";"0,8946";"0,0019";"0,5894"
"1,9200";"0,8949";"0,0020";"0,6046"
"1,9400";"0,8952";"0,0020";"0,6115"
"1,9600";"0,8955";"0,0020";"0,6194"
"1,9800";"0,8958";"0,0021";"0,6287"
"2,0000";"0,8961";"0,0021";"0,6387"
"2,0200";"0,8964";"0,0021";"0,6510"
"2,0400";"0,8967";"0,0022";"0,6581"
"2,0600";"0,8969";"0,0022";"0,6698"
"2,0800";"0,8972";"0,0022";"0,6779"
"2,1000";"0,8975";"0,0023";"0,6902"
"2,1200";"0,8978";"0,0023";"0,7012"
"2,1400";"0,8982";"0,0023";"0,7129"
"2,1600";"0,8985";"0,0024";"0,7256"
"2,1800";"0,8988";"0,0024";"0,7326"
"2,2000";"0,8992";"0,0024";"0,7434"
"2,2200";"0,8995";"0,0025";"0,7580"
"2,2400";"0,8998";"0,0025";"0,7703"
"2,2600";"0,9001";"0,0026";"0,7797"
"2,2800";"0,9004";"0,0026";"0,7883"
"2,3000";"0,9007";"0,0026";"0,7960"
"2,3200";"0,9010";"0,0026";"0,8076"
"2,3400";"0,9012";"0,0027";"0,8139"
"2,3600";"0,9015";"0,0027";"0,8232"
"2,3800";"0,9018";"0,0027";"0,8332"
"2,4000";"0,9021";"0,0028";"0,8437"
"2,4200";"0,9024";"0,0028";"0,8549"
"2,4400";"0,9027";"0,0028";"0,8636"
"2,4600";"0,9030";"0,0029";"0,8764"
"2,4800";"0,9033";"0,0029";"0,8838"
"2,5000";"0,9036";"0,0029";"0,8925"
"2,5200";"0,9039";"0,0030";"0,9028"
"2,5400";"0,9042";"0,0030";"0,9157"
"2,5600";"0,9045";"0,0030";"0,9251"
"2,5800";"0,9048";"0,0031";"0,9353"
"2,6000";"0,9051";"0,0031";"0,9474"
"2,6200";"0,9054";"0,0031";"0,9570"
"2,6400";"0,9057";"0,0032";"0,9647"
"2,6600";"0,9060";"0,0032";"0,9752"
"2,6800";"0,9063";"0,0032";"0,9849"
"2,7000";"0,9066";"0,0033";"0,9936"
"2,7200";"0,9069";"0,0033";"1,0031"
"2,7400";"0,9073";"0,0033";"1,0175"
"2,7600";"0,9076";"0,0034";"1,0291"
"2,7800";"0,9079";"0,0034";"1,0363"
"2,8000";"0,9082";"0,0034";"1,0470"
"2,8200";"0,9085";"0,0035";"1,0551"
"2,8400";"0,9088";"0,0035";"1,0624"
"2,8600";"0,9091";"0,0035";"1,0728"
"2,8800";"0,9094";"0,0036";"1,0858"
"2,9000";"0,9098";"0,0036";"1,0996"
"2,9200";"0,9100";"0,0036";"1,1047"
"2,9400";"0,9103";"0,0037";"1,1135"
"2,9600";"0,9106";"0,0037";"1,1218"
"2,9800";"0,9109";"0,0037";"1,1292"
"3,0000";"0,9112";"0,0037";"1,1373"
"3,0200";"0,9115";"0,0038";"1,1467"
"3,0400";"0,9117";"0,0038";"1,1552"
"3,0600";"0,9121";"0,0038";"1,1653"
"3,0800";"0,9124";"0,0039";"1,1806"
"3,1000";"0,9127";"0,0039";"1,1914"
"3,1200";"0,9130";"0,0039";"1,2008"
"3,1400";"0,9134";"0,0040";"1,2143"
"3,1600";"0,9137";"0,0040";"1,2241"
"3,1800";"0,9141";"0,0040";"1,2315"
"3,2000";"0,9144";"0,0041";"1,2429"
"3,2200";"0,9147";"0,0041";"1,2544"
"3,2400";"0,9150";"0,0042";"1,2659"
"3,2600";"0,9154";"0,0042";"1,2749"
"3,2800";"0,9157";"0,0042";"1,2864"
"3,3000";"0,9161";"0,0043";"1,2964"
"3,3200";"0,9164";"0,0043";"1,3063"
"3,3400";"0,9167";"0,0043";"1,3155"
"3,3600";"0,9170";"0,0043";"1,3230"
"3,3800";"0,9173";"0,0044";"1,3325"
"3,4000";"0,9176";"0,0044";"1,3410"
"3,4200";"0,9179";"0,0044";"1,3529"
"3,4400";"0,9182";"0,0045";"1,3644"
"3,4600";"0,9186";"0,0045";"1,3763"
"3,4800";"0,9189";"0,0046";"1,3901"
"3,5000";"0,9193";"0,0046";"1,3998"
"3,5200";"0,9196";"0,0046";"1,4097"
"3,5400";"0,9199";"0,0047";"1,4212"
"3,5600";"0,9203";"0,0047";"1,4329"
"3,5800";"0,9206";"0,0047";"1,4447"
"3,6000";"0,9210";"0,0048";"1,4586"
"3,6200";"0,9214";"0,0048";"1,4677"
"3,6400";"0,9218";"0,0049";"1,4795"
"3,6600";"0,9222";"0,0049";"1,4932"
"3,6800";"0,9225";"0,0049";"1,5059"
"3,7000";"0,9229";"0,0050";"1,5145"
"3,7200";"0,9232";"0,0050";"1,5258"
"3,7400";"0,9235";"0,0050";"1,5396"
"3,7600";"0,9238";"0,0051";"1,5477"
"3,7800";"0,9241";"0,0051";"1,5572"
"3,8000";"0,9244";"0,0051";"1,5684"
"3,8200";"0,9247";"0,0052";"1,5789"
"3,8400";"0,9250";"0,0052";"1,5865"
"3,8600";"0,9254";"0,0052";"1,5967"
"3,8800";"0,9257";"0,0053";"1,6082"
"3,9000";"0,9260";"0,0053";"1,6221"
"3,9200";"0,9263";"0,0054";"1,6323"
"3,9400";"0,9267";"0,0054";"1,6451"
"3,9600";"0,9270";"0,0054";"1,6529"
"3,9800";"0,9274";"0,0055";"1,6621"
"4,0000";"0,9277";"0,0055";"1,6768"
"4,0200";"0,9280";"0,0055";"1,6919"
"4,0400";"0,9284";"0,0056";"1,7021"
"4,0600";"0,9287";"0,0056";"1,7134"
"4,0800";"0,9290";"0,0056";"1,7224"
"4,1000";"0,9294";"0,0057";"1,7362"
"4,1200";"0,9297";"0,0057";"1,7484"
"4,1400";"0,9301";"0,0058";"1,7618"
"4,1600";"0,9304";"0,0058";"1,7732"
"4,1800";"0,9308";"0,0059";"1,7841"
"4,2000";"0,9311";"0,0059";"1,7963"
"4,2200";"0,9314";"0,0059";"1,8076"
"4,2400";"0,9317";"0,0060";"1,8182"
"4,2600";"0,9320";"0,0060";"1,8258"
