Tempo; Deslocamento; Força; Tensão à flexão
(s);(mm);(kN);(MPa)
"0,0000";"0,2037";"0,0000";"-0,0041"
"0,0200";"0,2036";"0,0000";"-0,0053"
"0,0400";"0,2035";"0,0000";"-0,0071"
"0,0600";"0,2037";"0,0000";"-0,0007"
"0,0800";"0,2043";"0,0001";"0,0154"
"0,1000";"0,2056";"0,0002";"0,0476"
"0,1200";"0,2076";"0,0004";"0,0966"
"0,1400";"0,2100";"0,0006";"0,1532"
"0,1600";"0,2126";"0,0008";"0,2114"
"0,1800";"0,2155";"0,0010";"0,2718"
"0,2000";"0,2184";"0,0013";"0,3336"
"0,2200";"0,2212";"0,0015";"0,3936"
"0,2400";"0,2242";"0,0017";"0,4548"
"0,2600";"0,2271";"0,0020";"0,5136"
"0,2800";"0,2299";"0,0022";"0,5692"
"0,3000";"0,2327";"0,0024";"0,6232"
"0,3200";"0,2356";"0,0026";"0,6803"
"0,3400";"0,2389";"0,0028";"0,7428"
"0,3600";"0,2423";"0,0031";"0,8105"
"0,3800";"0,2454";"0,0033";"0,8701"
"0,4000";"0,2482";"0,0035";"0,9213"
"0,4200";"0,2512";"0,0037";"0,9785"
"0,4400";"0,2542";"0,0040";"1,0381"
"0,4600";"0,2572";"0,0042";"1,0956"
"0,4800";"0,2603";"0,0044";"1,1539"
"0,5000";"0,2634";"0,0046";"1,2103"
"0,5200";"0,2664";"0,0048";"1,2677"
"0,5400";"0,2694";"0,0051";"1,3283"
"0,5600";"0,2725";"0,0053";"1,3862"
"0,5800";"0,2756";"0,0055";"1,4464"
"0,6000";"0,2787";"0,0057";"1,5031"
"0,6200";"0,2818";"0,0060";"1,5608"
"0,6400";"0,2850";"0,0062";"1,6217"
"0,6600";"0,2881";"0,0064";"1,6831"
"0,6800";"0,2913";"0,0066";"1,7395"
"0,7000";"0,2944";"0,0069";"1,7994"
"0,7200";"0,2976";"0,0071";"1,8579"
"0,7400";"0,3006";"0,0073";"1,9099"
"0,7600";"0,3037";"0,0075";"1,9626"
"0,7800";"0,3070";"0,0077";"2,0248"
"0,8000";"0,3101";"0,0080";"2,0857"
"0,8200";"0,3132";"0,0082";"2,1393"
"0,8400";"0,3164";"0,0084";"2,1938"
"0,8600";"0,3197";"0,0086";"2,2548"
"0,8800";"0,3228";"0,0088";"2,3055"
"0,9000";"0,3257";"0,0090";"2,3571"
"0,9200";"0,3288";"0,0092";"2,4178"
"0,9400";"0,3322";"0,0095";"2,4804"
"0,9600";"0,3355";"0,0097";"2,5370"
"0,9800";"0,3389";"0,0099";"2,5960"
"1,0000";"0,3423";"0,0102";"2,6579"
"1,0200";"0,3459";"0,0104";"2,7223"
"1,0400";"0,3491";"0,0106";"2,7752"
"1,0600";"0,3523";"0,0108";"2,8287"
"1,0800";"0,3554";"0,0110";"2,8842"
"1,1000";"0,3585";"0,0112";"2,9408"
"1,1200";"0,3617";"0,0115";"2,9995"
"1,1400";"0,3648";"0,0117";"3,0556"
"1,1600";"0,3680";"0,0119";"3,1143"
"1,1800";"0,3713";"0,0121";"3,1770"
"1,2000";"0,3747";"0,0124";"3,2370"
"1,2200";"0,3778";"0,0126";"3,2933"
"1,2400";"0,3810";"0,0128";"3,3511"
"1,2600";"0,3842";"0,0130";"3,4104"
"1,2800";"0,3875";"0,0133";"3,4688"
"1,3000";"0,3907";"0,0135";"3,5284"
"1,3200";"0,3940";"0,0137";"3,5860"
"1,3400";"0,3971";"0,0139";"3,6415"
"1,3600";"0,4002";"0,0141";"3,6990"
"1,3800";"0,4035";"0,0144";"3,7558"
"1,4000";"0,4066";"0,0146";"3,8120"
"1,4200";"0,4098";"0,0148";"3,8680"
"1,4400";"0,4132";"0,0150";"3,9370"
"1,4600";"0,4169";"0,0153";"4,0088"
"1,4800";"0,4203";"0,0156";"4,0708"
"1,5000";"0,4234";"0,0158";"4,1244"
"1,5200";"0,4265";"0,0160";"4,1790"
"1,5400";"0,4296";"0,0162";"4,2374"
"1,5600";"0,4329";"0,0164";"4,3001"
"1,5800";"0,4362";"0,0167";"4,3614"
"1,6000";"0,4394";"0,0169";"4,4195"
"1,6200";"0,4427";"0,0171";"4,4797"
"1,6400";"0,4460";"0,0173";"4,5381"
"1,6600";"0,4492";"0,0176";"4,5935"
"1,6800";"0,4524";"0,0178";"4,6522"
"1,7000";"0,4555";"0,0180";"4,7049"
"1,7200";"0,4586";"0,0182";"4,7619"
"1,7400";"0,4618";"0,0184";"4,8201"
"1,7600";"0,4651";"0,0187";"4,8801"
"1,7800";"0,4684";"0,0189";"4,9424"
"1,8000";"0,4717";"0,0191";"5,0020"
"1,8200";"0,4748";"0,0193";"5,0525"
"1,8400";"0,4779";"0,0195";"5,1051"
"1,8600";"0,4810";"0,0197";"5,1596"
"1,8800";"0,4842";"0,0199";"5,2164"
"1,9000";"0,4873";"0,0201";"5,2697"
"1,9200";"0,4904";"0,0204";"5,3269"
"1,9400";"0,4936";"0,0206";"5,3833"
"1,9600";"0,4968";"0,0208";"5,4397"
"1,9800";"0,4998";"0,0210";"5,4881"
"2,0000";"0,5027";"0,0212";"5,5378"
"2,0200";"0,5058";"0,0214";"5,5963"
"2,0400";"0,5091";"0,0216";"5,6584"
"2,0600";"0,5125";"0,0219";"5,7259"
"2,0800";"0,5158";"0,0221";"5,7838"
"2,1000";"0,5189";"0,0223";"5,8364"
"2,1200";"0,5220";"0,0225";"5,8905"
"2,1400";"0,5249";"0,0227";"5,9456"
"2,1600";"0,5280";"0,0230";"6,0048"
"2,1800";"0,5310";"0,0232";"6,0640"
"2,2000";"0,5341";"0,0234";"6,1234"
"2,2200";"0,5372";"0,0236";"6,1839"
"2,2400";"0,5403";"0,0239";"6,2409"
"2,2600";"0,5432";"0,0241";"6,2971"
"2,2800";"0,5463";"0,0243";"6,3600"
"2,3000";"0,5493";"0,0245";"6,4216"
"2,3200";"0,5523";"0,0248";"6,4799"
"2,3400";"0,5553";"0,0250";"6,5420"
"2,3600";"0,5584";"0,0252";"6,6026"
"2,3800";"0,5614";"0,0255";"6,6600"
"2,4000";"0,5645";"0,0257";"6,7232"
"2,4200";"0,5676";"0,0259";"6,7834"
"2,4400";"0,5704";"0,0261";"6,8394"
"2,4600";"0,5733";"0,0264";"6,8964"
"2,4800";"0,5763";"0,0266";"6,9588"
"2,5000";"0,5794";"0,0268";"7,0200"
"2,5200";"0,5823";"0,0270";"7,0753"
"2,5400";"0,5852";"0,0273";"7,1334"
"2,5600";"0,5883";"0,0275";"7,1984"
"2,5800";"0,5913";"0,0277";"7,2597"
"2,6000";"0,5943";"0,0280";"7,3203"
"2,6200";"0,5973";"0,0282";"7,3825"
"2,6400";"0,6003";"0,0284";"7,4430"
"2,6600";"0,6034";"0,0287";"7,5034"
"2,6800";"0,6064";"0,0289";"7,5670"
"2,7000";"0,6096";"0,0292";"7,6329"
"2,7200";"0,6128";"0,0294";"7,6996"
"2,7400";"0,6159";"0,0297";"7,7602"
"2,7600";"0,6189";"0,0299";"7,8174"
"2,7800";"0,6219";"0,0301";"7,8785"
"2,8000";"0,6251";"0,0304";"7,9471"
"2,8200";"0,6281";"0,0306";"8,0055"
"2,8400";"0,6309";"0,0308";"8,0573"
"2,8600";"0,6338";"0,0310";"8,1140"
"2,8800";"0,6368";"0,0313";"8,1790"
"2,9000";"0,6400";"0,0315";"8,2470"
"2,9200";"0,6433";"0,0318";"8,3150"
"2,9400";"0,6465";"0,0320";"8,3795"
"2,9600";"0,6495";"0,0323";"8,4382"
"2,9800";"0,6524";"0,0325";"8,4925"
"3,0000";"0,6553";"0,0327";"8,5494"
"3,0200";"0,6584";"0,0329";"8,6161"
"3,0400";"0,6615";"0,0332";"8,6841"
"3,0600";"0,6646";"0,0334";"8,7454"
"3,0800";"0,6677";"0,0337";"8,8069"
"3,1000";"0,6707";"0,0339";"8,8675"
"3,1200";"0,6736";"0,0341";"8,9258"
"3,1400";"0,6767";"0,0344";"8,9894"
"3,1600";"0,6799";"0,0346";"9,0557"
"3,1800";"0,6829";"0,0348";"9,1163"
"3,2000";"0,6859";"0,0351";"9,1776"
"3,2200";"0,6889";"0,0353";"9,2363"
"3,2400";"0,6919";"0,0355";"9,2935"
"3,2600";"0,6950";"0,0358";"9,3598"
"3,2800";"0,6982";"0,0360";"9,4250"
"3,3000";"0,7012";"0,0363";"9,4852"
"3,3200";"0,7043";"0,0365";"9,5498"
"3,3400";"0,7073";"0,0367";"9,6123"
"3,3600";"0,7102";"0,0370";"9,6703"
"3,3800";"0,7132";"0,0372";"9,7328"
"3,4000";"0,7161";"0,0374";"9,7946"
"3,4200";"0,7191";"0,0377";"9,8585"
"3,4400";"0,7221";"0,0379";"9,9215"
"3,4600";"0,7253";"0,0382";"9,9906"
"3,4800";"0,7284";"0,0384";"10,0546"
"3,5000";"0,7315";"0,0387";"10,1188"
"3,5200";"0,7344";"0,0389";"10,1792"
"3,5400";"0,7375";"0,0392";"10,2447"
"3,5600";"0,7406";"0,0394";"10,3094"
"3,5800";"0,7436";"0,0396";"10,3730"
"3,6000";"0,7467";"0,0399";"10,4387"
"3,6200";"0,7499";"0,0402";"10,5086"
"3,6400";"0,7530";"0,0404";"10,5725"
"3,6600";"0,7560";"0,0406";"10,6343"
"3,6800";"0,7590";"0,0409";"10,6971"
"3,7000";"0,7622";"0,0412";"10,7696"
"3,7200";"0,7653";"0,0414";"10,8385"
"3,7400";"0,7684";"0,0417";"10,9037"
"3,7600";"0,7715";"0,0419";"10,9673"
"3,7800";"0,7746";"0,0422";"11,0349"
"3,8000";"0,7778";"0,0424";"11,1022"
"3,8200";"0,7811";"0,0427";"11,1763"
"3,8400";"0,7843";"0,0430";"11,2438"
"3,8600";"0,7874";"0,0432";"11,3099"
"3,8800";"0,7904";"0,0435";"11,3759"
"3,9000";"0,7935";"0,0437";"11,4438"
"3,9200";"0,7966";"0,0440";"11,5116"
"3,9400";"0,7997";"0,0443";"11,5785"
"3,9600";"0,8029";"0,0445";"11,6515"
"3,9800";"0,8061";"0,0448";"11,7183"
"4,0000";"0,8092";"0,0450";"11,7827"
"4,0200";"0,8121";"0,0453";"11,8436"
"4,0400";"0,8151";"0,0455";"11,9108"
"4,0600";"0,8183";"0,0458";"11,9843"
"4,0800";"0,8215";"0,0461";"12,0585"
"4,1000";"0,8246";"0,0463";"12,1258"
"4,1200";"0,8278";"0,0466";"12,1967"
"4,1400";"0,8309";"0,0469";"12,2590"
"4,1600";"0,8339";"0,0471";"12,3249"
"4,1800";"0,8369";"0,0474";"12,3901"
"4,2000";"0,8398";"0,0476";"12,4534"
"4,2200";"0,8430";"0,0479";"12,5278"
"4,2400";"0,8462";"0,0482";"12,5983"
"4,2600";"0,8492";"0,0484";"12,6573"
"4,2800";"0,8521";"0,0486";"12,7238"
"4,3000";"0,8552";"0,0489";"12,7928"
"4,3200";"0,8583";"0,0492";"12,8651"
"4,3400";"0,8614";"0,0494";"12,9358"
"4,3600";"0,8644";"0,0497";"13,0019"
"4,3800";"0,8675";"0,0500";"13,0732"
"4,4000";"0,8707";"0,0502";"13,1474"
"4,4200";"0,8738";"0,0505";"13,2126"
"4,4400";"0,8767";"0,0507";"13,2764"
"4,4600";"0,8797";"0,0510";"13,3461"
"4,4800";"0,8828";"0,0513";"13,4152"
"4,5000";"0,8859";"0,0516";"13,4878"
"4,5200";"0,8890";"0,0518";"13,5575"
"4,5400";"0,8922";"0,0521";"13,6283"
"4,5600";"0,8953";"0,0524";"13,7018"
"4,5800";"0,8984";"0,0526";"13,7657"
"4,6000";"0,9015";"0,0529";"13,8358"
"4,6200";"0,9047";"0,0532";"13,9109"
"4,6400";"0,9080";"0,0535";"13,9890"
"4,6600";"0,9112";"0,0537";"14,0617"
"4,6800";"0,9143";"0,0540";"14,1349"
"4,7000";"0,9175";"0,0543";"14,2090"
"4,7200";"0,9206";"0,0546";"14,2778"
"4,7400";"0,9237";"0,0548";"14,3480"
"4,7600";"0,9268";"0,0551";"14,4228"
"4,7800";"0,9299";"0,0554";"14,4947"
"4,8000";"0,9331";"0,0557";"14,5666"
"4,8200";"0,9361";"0,0559";"14,6322"
"4,8400";"0,9392";"0,0562";"14,7031"
"4,8600";"0,9424";"0,0565";"14,7781"
"4,8800";"0,9455";"0,0568";"14,8507"
"4,9000";"0,9488";"0,0571";"14,9276"
"4,9200";"0,9521";"0,0574";"15,0068"
"4,9400";"0,9551";"0,0576";"15,0711"
"4,9600";"0,9580";"0,0579";"15,1371"
"4,9800";"0,9611";"0,0581";"15,2103"
"5,0000";"0,9643";"0,0584";"15,2845"
"5,0200";"0,9675";"0,0587";"15,3630"
"5,0400";"0,9706";"0,0590";"15,4359"
"5,0600";"0,9736";"0,0593";"15,5039"
"5,0800";"0,9767";"0,0595";"15,5761"
"5,1000";"0,9798";"0,0598";"15,6449"
"5,1200";"0,9830";"0,0601";"15,7194"
"5,1400";"0,9860";"0,0604";"15,7913"
"5,1600";"0,9891";"0,0606";"15,8617"
"5,1800";"0,9921";"0,0609";"15,9297"
"5,2000";"0,9951";"0,0611";"15,9981"
