Deformação (%);Tensão à flexão (MPa)
0,5715127701375244;-0,0009
0,5715127701375244;-0,0006
0,5720039292730844;0,0059
0,5736738703339882;0,0237
0,5762278978388998;0,0516
0,5793713163064833;0,0867
0,5830058939096268;0,128
0,5867387033398822;0,1714
0,5904715127701374;0,2162
0,5942043222003929;0,2608
0,5976424361493123;0,3016
0,6011787819253438;0,347
0,6050098231827111;0,3959
0,6088408644400786;0,4451
0,612573673870334;0,4946
0,6162082514734774;0,5419
0,6197445972495088;0,5884
0,6231827111984282;0,6349
0,6267190569744597;0,6836
0,6303536345776032;0,7346
0,6340864440078584;0,786
0,63762278978389;0,8354
0,6412573673870334;0,8869
0,6448919449901768;0,9373
0,6483300589390962;0,9861
0,6518664047151277;1,0363
0,6553045186640472;1,0863
0,6588408644400786;1,137
0,6622789783889981;1,1859
0,6657170923379174;1,2355
0,669253438113949;1,2889
0,6728880157170924;1,3429
0,6766208251473477;1,398
0,6801571709233791;1,4519
0,6835952848722985;1,5021
0,687033398821218;1,553
0,6905697445972495;1,6067
0,6943025540275048;1,6638
0,6981335952848723;1,7234
0,7018664047151277;1,7789
0,7053045186640471;1,8311
0,7088408644400785;1,8838
0,7124754420432219;1,9407
0,7161100196463653;1,9972
0,7197445972495088;2,0541
0,7232809430255402;2,1092
0,7269155206286837;2,1655
0,7305500982318271;2,2216
0,7341846758349705;2,2794
0,7379174852652258;2,3407
0,7417485265225933;2,4018
0,7455795677799607;2,4622
0,749312377210216;2,5227
0,7532416502946955;2,5862
0,7570726915520629;2,6473
0,7608055009823183;2,7077
0,7648330058939096;2,7741
0,7687622789783889;2,8362
0,7724950884086444;2,8967
0,7763261296660117;2,9582
0,7801571709233792;3,019
0,7839882121807467;3,0816
0,7878192534381141;3,1426
0,7915520628683692;3,203
0,7953831041257367;3,2646
0,799115913555992;3,3244
0,8029469548133595;3,3862
0,806581532416503;3,4446
0,8102161100196464;3,5022
0,8138506876227898;3,5621
0,8175834970530451;3,6216
0,8212180746561885;3,6816
0,8250491159135559;3,7456
0,8287819253438112;3,8082
0,8325147347740668;3,8672
0,8361493123772101;3,9263
0,8397838899803537;3,9853
0,8436149312377211;4,0489
0,8472495088408645;4,1097
0,8509823182711198;4,1703
0,8545186640471513;4,2273
0,8581532416502948;4,2872
0,8620825147347742;4,3528
0,8658153241650294;4,4146
0,8694499017681729;4,475
0,8731827111984283;4,5366
0,8771119842829076;4,6024
0,881041257367387;4,6707
0,8847740667976424;4,7313
0,8882121807465618;4,7821
0,8917485265225934;4,8391
0,8954813359528486;4,9005
0,8993123772102161;4,967
0,9031434184675835;5,0311
0,9068762278978388;5,0924
0,9108055009823183;5,1605
0,9146365422396857;5,2246
0,918271119842829;5,282
0,9218074656188605;5,3384
0,925540275049116;5,403
0,9296660117878194;5,4746
0,9334970530451866;5,5388
0,937328094302554;5,6029
0,9410609037328094;5,663
0,9445972495088409;5,7195
0,9482318271119844;5,7802
0,9520628683693516;5,8456
0,956090373280943;5,9149
0,9598231827111985;5,975
0,9635559921414538;6,0364
0,9671905697445973;6,097
0,9709233791748526;6,1598
0,97475442043222;6,2219
0,9784872298624754;6,2866
0,9824165029469549;6,3529
0,986247544204322;6,4189
0,9901768172888015;6,4867
0,994106090373281;6,5516
0,9978388998035363;6,6141
1,0017681728880157;6,6794
1,0055009823182712;6,7433
1,0093320235756384;6,807
1,013064833005894;6,8689
1,0169941060903733;6,9353
1,0210216110019645;7,0057
1,024950884086444;7,0742
1,0287819253438113;7,1381
1,0326129666011787;7,1997
1,0364440078585462;7,2645
1,0402750491159136;7,3286
1,0441060903732808;7,395
1,0480353634577602;7,4601
1,0518664047151276;7,5261
1,055795677799607;7,5922
1,0597249508840865;7,6597
1,0635559921414537;7,7253
1,067485265225933;7,7902
1,0714145383104126;7,8578
1,075343811394892;7,9262
1,0791748526522593;7,9902
1,0830058939096265;8,0531
