Deformação (%);Tensão à flexão (MPa)
0,20628683693516697;-0,0002
0,20628683693516697;-0,0001
0,20648330058939093;0,0006
0,2076620825147348;0,0039
0,21031434184675835;0,0113
0,21463654223968565;0,023
0,2194499017681729;0,0366
0,2241650294695481;0,0509
0,22868369351669943;0,066
0,2332023575638507;0,0817
0,23772102161100195;0,0976
0,24214145383104121;0,1139
0,24626719056974455;0,1297
0,2503929273084479;0,1451
0,2545186640471513;0,1613
0,2586444007858546;0,1781
0,2629666011787819;0,1954
0,2672888015717092;0,2135
0,27161100196463656;0,2318
0,27593320235756386;0,2505
0,28015717092337916;0,2689
0,2842829076620825;0,2874
0,2886051080550098;0,3072
0,29312377210216106;0,3279
0,2974459724950884;0,3479
0,3017681728880157;0,3686
0,306286836935167;0,3902
0,31060903732809425;0,4117
0,3150294695481336;0,433
0,3190569744597249;0,4527
0,3232809430255403;0,474
0,3275049115913556;0,4955
0,3318271119842829;0,5174
0,3362475442043222;0,5401
0,34056974459724954;0,5627
0,34489194499017684;0,5853
0,34911591355599214;0,6079
0,35324165029469545;0,6296
0,3574656188605108;0,652
0,3616895874263261;0,675
0,3658153241650295;0,6975
0,3699410609037328;0,72
0,3740667976424362;0,7428
0,37809430255402754;0,7654
0,38222003929273085;0,7883
0,3863457760314341;0,8114
0,39047151277013753;0,8357
0,3947937131630648;0,8606
0,3989194499017682;0,8849
0,4028487229862475;0,907
0,40677799607072695;0,9295
0,41080550098231833;0,9531
0,4149312377210217;0,978
0,41915520628683695;1,0037
0,42337917485265225;1,0293
0,42760314341846756;1,0544
0,43163064833005893;1,0787
0,43565815324165025;1,1029
0,4395874263261297;1,1265
0,44361493123772106;1,1512
0,44764243614931243;1,1763
0,4517681728880157;1,2023
0,4558939096267191;1,2279
0,45992141453831037;1,2526
0,46385068762278975;1,2769
0,46797642436149306;1,3028
0,4722003929273084;1,3305
0,4764243614931237;1,3574
0,48055009823182715;1,384
0,4846758349705304;1,4104
0,4888015717092338;1,4365
0,49282907662082515;1,4632
0,4970530451866405;1,4914
0,5012770137524557;1,5197
0,5055992141453832;1,5483
0,5096267190569744;1,5741
0,5135559921414538;1,5998
0,5176817288801572;1,6275
0,5218074656188605;1,6556
0,5259332023575638;1,6843
0,5301571709233791;1,7125
0,5342829076620825;1,7406
0,538310412573674;1,7673
0,5422396856581534;1,7941
0,5463654223968567;1,8225
0,550392927308448;1,85
0,5543222003929273;1,8771
0,5582514734774067;1,9035
0,5620825147347741;1,9302
0,5662082514734774;1,9593
0,5703339882121807;1,9885
0,574361493123772;2,0175
0,5782907662082515;2,0452
0,5822200392927308;2,0725
0,5863457760314341;2,102
0,5904715127701374;2,1324
0,5944990176817289;2,1616
0,5985265225933201;2,1906
0,6024557956777996;2,2187
0,6063850687622789;2,2467
0,6102161100196463;2,2737
0,6141453831041257;2,3019
0,618172888015717;2,3318
0,6222003929273084;2,3616
0,6262278978388996;2,3911
0,6301571709233791;2,4204
0,6341846758349705;2,4509
0,6383104125736739;2,4823
0,6424361493123772;2,5132
0,6463654223968566;2,5416
0,650294695481336;2,5703
0,6543222003929273;2,6007
0,6583497053045186;2,6317
0,6624754420432221;2,6629
0,6664047151277014;2,6933
0,6704322200392927;2,7233
0,674459724950884;2,7545
0,6783889980353635;2,7851
0,6825147347740668;2,8175
0,6865422396856581;2,8487
0,6905697445972495;2,8796
0,6945972495088408;2,9114
0,6987229862475441;2,9434
0,7026522593320236;2,974
0,706581532416503;3,0038
0,7106090373280943;3,0359
0,7147347740667976;3,0687
0,7187622789783891;3,1014
0,7227897838899804;3,133
0,7267190569744597;3,1628
0,7305500982318271;3,1925
0,7344793713163065;3,224
0,7386051080550098;3,2572
0,7426326129666012;3,2903
0,7466601178781925;3,3226
0,7505893909626719;3,3543
0,7547151277013753;3,3874
0,7588408644400786;3,4221
0,7628683693516699;3,4551
0,7668958742632612;3,4881
0,7708251473477405;3,5199
0,774852652259332;3,5522
0,7787819253438114;3,5845
0,7829076620825147;3,6185
0,7869351669941062;3,6521
0,7908644400785856;3,6851
0,7949901768172889;3,7199
0,7992141453831042;3,7561
0,8032416502946954;3,7893
0,8071709233791748;3,8211
0,8111001964636542;3,8546
0,8151277013752456;3,8882
0,8192534381139489;3,9232
0,8232809430255401;3,957
0,8271119842829076;3,9885
0,831041257367387;4,0214
0,8351669941060904;4,0576
0,8392927308447937;4,0933
0,843320235756385;4,1276
0,8474459724950885;4,1627
0,8513752455795677;4,1961
0,855500982318271;4,2308
0,8595284872298625;4,2662
0,863654223968566;4,3009
0,8676817288801572;4,3355
0,8719056974459725;4,3741
0,8761296660117879;4,4107
0,8802554027504912;4,4451
0,8841846758349705;4,4774
0,8882121807465618;4,5118
0,8924361493123771;4,5489
0,8966601178781924;4,5858
0,900785854616896;4,6211
0,9048133595284872;4,6549
0,9089390962671905;4,6894
0,9130648330058938;4,7251
0,9171905697445972;4,7614
0,9214145383104124;4,7973
0,9256385068762277;4,835
0,9298624754420433;4,8706
0,9340864440078586;4,9068
0,9381139489194499;4,9414
0,9423379174852652;4,9774
0,9465618860510805;5,0145
0,9506876227897839;5,0487
0,9548133595284872;5,0837
0,9590373280943025;5,1198
0,963261296660118;5,1568
0,9675834970530452;5,195
0,9719056974459723;5,2329
0,9760314341846759;5,2675
0,9802554027504912;5,3025
0,9844793713163065;5,3383
0,9887033398821218;5,3753
0,9929273084479371;5,411
0,9971512770137523;5,4472
1,001375245579568;5,4837
1,005697445972495;5,522
1,0100196463654223;5,5602
1,0142436149312377;5,5953
1,0184675834970531;5,6307
1,0227897838899804;5,6679
1,0270137524557956;5,7044
1,031237721021611;5,7404
1,0354616895874265;5,7764
1,0397838899803538;5,8148
1,0441060903732808;5,8523
1,0484282907662081;5,8888
1,0526522593320236;5,9241
1,056777996070727;5,9579
1,0610019646365423;5,9956
1,0654223968565815;6,0345
1,0697445972495088;6,0722
1,0740667976424363;6,11
1,0784872298624757;6,1492
1,0829076620825149;6,1876
1,087328094302554;6,2254
1,0916502946954814;6,2629
1,0958742632612966;6,2985
1,100196463654224;6,3362
1,1046168958742633;6,3739
1,1089390962671906;6,4107
1,1132612966601179;6,4483
1,1176817288801573;6,4882
1,1222003929273086;6,5275
1,1265225933202359;6,5655
1,130844793713163;6,6016
1,1352652259332023;6,6408
1,1396856581532415;6,6795
1,1440078585461688;6,7156
1,1482318271119845;6,7517
1,1526522593320236;6,7902
1,157170923379175;6,831
1,1616895874263262;6,8709
1,1661100196463654;6,9089
1,1704322200392927;6,9466
1,1749508840864438;6,9865
1,1794695481335953;7,027
1,1838899803536345;7,0644
1,1882121807465618;7,1017
1,192730844793713;7,1407
1,1971512770137522;7,1803
1,2016699410609037;7,2201
1,205992141453831;7,2563
1,2104125736738702;7,2945
1,2148330058939096;7,333
1,2191552062868372;7,3695
1,2235756385068763;7,408
1,2280943025540274;7,448
1,2326129666011787;7,4875
1,2369351669941062;7,5255
1,2412573673870335;7,5621
1,2456777996070727;7,6005
1,2502946954813359;7,6423
1,2548133595284874;7,6826
1,2592337917485266;7,7203
1,2635559921414539;7,7572
1,2680746561886052;7,797
1,2726915520628683;7,8387
1,2772102161100196;7,8793
1,281630648330059;7,9177
1,2860510805500982;7,9556
1,2905697445972495;7,9953
1,2951866404715127;8,036
1,2996070726915518;8,075
1,3041257367387034;8,1131
1,3085461689587428;8,1523
1,3130648330058938;8,1912
1,3175834970530451;8,2319
1,3222003929273087;8,2726
1,3267190569744596;8,3127
1,331335952848723;8,3536
1,3359528487229864;8,3951
1,3404715127701377;8,4356
1,3450884086444008;8,4754
1,3497053045186642;8,5166
1,3543222003929274;8,558
1,3590373280943024;8,6004
1,3636542239685658;8,6418
1,3682711198428292;8,6814
1,3726915520628684;8,7185
1,3772102161100195;8,7567
1,381728880157171;8,7969
1,3863457760314342;8,8383
1,3909626719056973;8,879
1,3955795677799607;8,9184
1,400098231827112;8,9582
1,404813359528487;8,9995
1,4095284872298626;9,0426
1,4143418467583495;9,0871
1,4189587426326127;9,128
1,4236738703339882;9,1692
1,4282907662082516;9,2084
1,4328094302554026;9,2475
1,4375245579567781;9,2892
1,4422396856581532;9,3303
1,4467583497053045;9,3699
1,4514734774066795;9,4121
1,456090373280943;9,4524
1,4608055009823184;9,4931
1,4653241650294695;9,5317
1,4699410609037327;9,5717
1,4746561886051082;9,6142
1,479469548133595;9,6571
1,4840864440078583;9,6972
1,4887033398821221;9,7367
1,4934184675834972;9,7803
1,4982318271119843;9,8229
1,5028487229862477;9,8619
1,5074656188605107;9,902
1,512278978388998;9,9455
1,5169941060903733;9,9869
1,5216110019646365;10,0265
1,5262278978389;10,065
1,530844793713163;10,1057
1,5355599214145381;10,1478
1,5402750491159138;10,1899
1,5450884086444006;10,2327
1,549803536345776;10,2744
1,5544204322200394;10,315
1,5590373280943026;10,354
1,56385068762279;10,3968
1,568565815324165;10,4389
1,5733791748526522;10,4827
1,5781925343811394;10,5259
1,5830058939096268;10,568
1,587819253438114;10,6123
1,592632612966601;10,6544
1,5973477406679766;10,6937
1,6019646365422395;10,7337
1,606777996070727;10,7766
1,6115913555992143;10,8188
1,6163064833005896;10,8596
1,6210216110019646;10,9008
1,6259332023575637;10,9454
1,6307465618860508;10,9891
1,6355599214145384;11,0309
1,6403732809430256;11,0725
1,6450884086444006;11,1138
1,649901768172888;11,1571
1,6548133595284873;11,2014
1,6597249508840868;11,2451
1,6645383104125735;11,2872
1,669449901768173;11,33
1,674165029469548;11,371
1,6789783889980356;11,4124
1,6838899803536347;11,4555
1,6886051080550097;11,4971
1,693418467583497;11,5382
1,6983300589390964;11,5812
1,7031434184675835;11,6237
1,7080550098231826;11,6669
1,7129666011787819;11,7108
1,7178781925343813;11,7543
1,722691552062868;11,7969
1,7275049115913554;11,8379
1,7325147347740668;11,8822
1,7375245579567777;11,9286
1,742534381139489;11,9718
1,7472495088408646;12,012
1,7520628683693515;12,0529
1,757072691552063;12,0969
1,7618860510805503;12,1384
1,766699410609037;12,1795
1,7716110019646367;12,2225
1,7766208251473476;12,2671
1,781532416502947;12,3099
1,7863457760314343;12,3496
1,7911591355599215;12,3908
1,7959724950884086;12,4321
1,8008840864440077;12,4741
1,8056974459724953;12,5163
1,8106090373280943;12,5583
1,8157170923379176;12,6057
1,8207269155206287;12,652
1,8257367387033399;12,6952
1,8306483300589391;12,7378
1,8355599214145382;12,7803
1,8404715127701377;12,8227
1,8453831041257367;12,864
1,850294695481336;12,9058
1,8552062868369352;12,9494
1,8602161100196462;12,9918
1,8651277013752459;13,0357
1,8701375245579566;13,0796
1,875049115913556;13,1218
1,879960707269155;13,1627
1,8849705304518665;13,2073
1,8899803536345776;13,2519
1,8950884086444009;13,297
1,9000982318271118;13,3418
1,905206286836935;13,3873
1,9102161100196464;13,431
1,9152259332023576;13,4729
1,9202357563850687;13,517
1,9252455795677799;13,5603
1,9302554027504915;13,6038
1,9351669941060905;13,6448
1,9401768172888016;13,6876
1,9451866404715128;13,732
1,950294695481336;13,7773
1,9553045186640472;13,8195
1,9602161100196462;13,8611
1,96532416502947;13,9056
1,9703339882121806;13,9497
1,975540275049116;13,9953
1,9806483300589393;14,0413
1,9857563850687623;14,0851
1,9908644400785853;14,1315
1,9959724950884081;14,1737
2,0009823182711197;14,2162
2,0060903732809425;14,2604
2,0111984282907662;14,305
2,0162082514734774;14,3479
2,021218074656188;14,3912
2,0264243614931234;14,4362
2,0315324165029467;14,4803
2,036542239685658;14,5234
2,041650294695481;14,5665
2,0466601178781922;14,6095
2,0517681728880155;14,6549
2,056974459724951;14,7012
2,062180746561886;14,7465
2,0673870333988207;14,7923
2,0724950884086444;14,8366
2,0777013752455797;14,8812
2,0828094302554025;14,9263
2,088015717092338;14,9699
2,093025540275049;15,0116
2,0981335952848723;15,0544
2,103241650294695;15,0982
2,1082514734774067;15,1413
2,11335952848723;15,1848
2,118565815324165;15,2303
2,1237721021611;15,2752
2,128880157170923;15,3187
2,1340864440078584;15,3644
2,139390962671906;15,4119
2,1445972495088403;15,4579
2,1498035363457757;15,5015
2,1549115913555994;15,5455
2,1601178781925343;15,5896
2,1653241650294692;15,6347
2,1705304518664046;15,6803
2,17573673870334;15,7246
2,180844793713163;15,767
2,185952848722986;15,8086
2,1911591355599214;15,8523
2,196267190569744;15,8971
2,201571709233792;15,9421
2,206679764243615;15,9852
2,2118860510805503;16,0294
2,2172888015717094;16,0787
2,2225933202357564;16,1261
2,2277996070726918;16,1697
2,2330058939096267;16,2142
2,238212180746562;16,258
2,243418467583497;16,3019
2,248722986247544;16,3488
2,2541257367387035;16,395
2,2593320235756384;16,4397
2,2645383104125734;16,4827
2,2697445972495087;16,5261
2,274950884086444;16,5714
2,280255402750491;16,6157
2,285461689587426;16,6587
2,2906679764243614;16,7025
2,295972495088409;16,7498
2,30147347740668;16,7991
2,306777996070727;16,8438
2,311984282907662;16,8878
2,3172888015717095;16,933
2,3224950884086444;16,9763
2,3277013752455797;17,0193
2,3330058939096268;17,064
2,338310412573674;17,1104
2,343713163064833;17,1557
2,3489194499017683;17,199
2,3542239685658153;17,2453
2,3596267190569744;17,293
2,364931237721022;17,3359
2,3702357563850684;17,3809
2,375638506876228;17,4292
2,381139489194499;17,4777
2,386542239685658;17,5239
2,391846758349705;17,5682
2,397151277013753;17,6119
2,4024557956777994;17,6555
2,407760314341847;17,6998
2,4131630648330056;17,7458
2,418565815324165;17,7927
2,4237721021611005;17,8352
2,429076620825147;17,8788
2,434381139489195;17,9233
2,4397838899803532;17,9681
2,4449901768172886;18,0106
2,450294695481336;18,0542
2,455795677799607;18,1026
2,461296660117878;18,1528
2,4667976424361493;18,1994
2,4722003929273084;18,2448
2,477504911591356;18,2891
2,4828094302554025;18,3322
2,488212180746562;18,3769
2,4936149312377207;18,4226
2,498919449901768;18,4661
2,504223968565815;18,51
2,5097249508840864;18,5576
2,5152259332023577;18,6043
2,5206286836935163;18,6508
2,526031434184676;18,6951
2,5314341846758346;18,7389
2,537033398821218;18,7899
2,5426326129666013;18,8412
2,5482318271119846;18,8876
2,5536345776031437;18,932
2,5589390962671907;18,9753
2,56434184675835;19,0182
2,569744597249509;19,0626
2,575147347740668;19,1079
2,580648330058939;19,1528
2,585952848722986;19,1956
2,591355599214145;19,2397
2,5968565815324167;19,2865
2,6022593320235754;19,3311
2,607563850687623;19,3741
2,6130648330058937;19,4193
2,618762278978389;19,4714
2,624459724950884;19,5236
2,630058939096267;19,5705
2,6354616895874265;19,6153
