Deformação (%);Tensão à flexão (MPa)
0,24744619656848157;0,0
0,24744619656848157;0,0
0,24764455023306556;0,0007
0,24873549538827733;0,0049
0,25161162352474464;0,0151
0,25587622731329956;0,0308
0,2604383615987305;0,0483
0,2649013190518695;0,0659
0,26916592284042445;0,0843
0,2735297034612714;0,1035
0,27779430724982646;0,1228
0,2818605573737975;0,1416
0,28592680749776855;0,161
0,28999305762173955;0,181
0,29415848457800253;0,2023
0,29842308836655757;0,2247
0,3026876921551126;0,2472
0,3066547654467916;0,2685
0,3107210155707627;0,2907
0,31468808886244176;0,313
0,31875433898641276;0,3359
0,32291976594267574;0,36
0,3270851928989388;0,3848
0,3312506198552018;0,409
0,3352176931468809;0,4323
0,338986412773976;0,4555
0,3428543092333631;0,4792
0,3467222056927502;0,5035
0,35068927898442925;0,5287
0,35465635227610826;0,554
0,3586234255677873;0,5792
0,36249132202717443;0,6036
0,3661608648219775;0,6275
0,3698304076167807;0,6515
0,37359912724387584;0,6763
0,37746702370326285;0,702
0,38123574333035803;0,7278
0,3850044629574531;0,7533
0,3886740057522563;0,7778
0,39244272537935143;0,8035
0,3962114450064465;0,8297
0,4000793414658335;0,857
0,40394723792522064;0,8845
0,4077159575523158;0,9105
0,4112863235148269;0,9352
0,41495586630963005;0,9609
0,4187245859367252;0,9885
0,42259248239611225;1,0172
0,4265595556877913;1,0464
0,4303282753148865;1,0733
0,43399781810968957;1,0997
0,43766736090449276;1,1262
0,44143608053158784;1,1546
0,4451056233263909;1,1819
0,4487751661211941;1,2096
0,4524447089159972;1,2369
0,4562134285430923;1,2648
0,4599821481701874;1,2935
0,4637508677972826;1,3236
0,46771794108896164;1,3546
0,4715858375483486;1,3842
0,4752553803431518;1,4117
0,479024099970247;1,4413
0,482991173261926;1,4734
0,48695824655360503;1,5046
0,4908261430129922;1,5352
0,4945948626400872;1,5647
0,4983635822671823;1,5933
0,5021323018942775;1,6229
0,5059010215213725;1,6532
0,5096697411484677;1,6832
0,5135376376078549;1,7143
0,5173063572349499;1,7451
0,5211742536943369;1,7763
0,525042150153724;1,8075
0,5287116929485273;1,8375
0,5324804125756224;1,8671
0,5361499553704254;1,8963
0,5397203213329366;1,926
0,5435882177923237;1,9579
0,5474561142517108;1,9903
0,5512248338788058;2,0209
0,5547951998413171;2,0504
0,5584647426361202;2,0801
0,5621342854309234;2,1105
0,5660021818903104;2,1434
0,5698700783496975;2,1766
0,5736387979767926;2,2072
0,5773083407715958;2,2376
0,5810770603986908;2,2685
0,584746603193494;2,2993
0,588515322820589;2,3317
0,5923832192799763;2,3648
0,5962511157393632;2,3976
0,6000198353664584;2,43
0,6039869086581374;2,4638
0,6078548051175245;2,4974
0,6115243479123277;2,5284
0,6151938907071308;2,5584
0,6188634335019338;2,5901
0,622731329961321;2,6238
0,6265000495884162;2,6571
0,6302687692155112;2,6898
0,6340374888426062;2,7209
0,6377070316374095;2,7532
0,6415749280967966;2,7882
0,6454428245561837;2,8225
0,6492115441832788;2,8549
0,6529802638103739;2,8874
0,656649806605177;2,9192
0,6604185262322722;2,9522
0,6641872458593672;2,9851
0,6679559654864623;3,019
0,6717246851135574;3,0537
0,6755925815729447;3,089
0,6794604780323317;3,1237
0,6832291976594267;3,1567
0,6868987404542299;3,1885
0,690667460081325;3,2225
0,6945353565407121;3,2578
0,6985024298323912;3,294
0,7022711494594862;3,3284
0,7060398690865815;3,3627
0,7099077655459684;3,3978
0,7137756620053555;3,434
0,7177427352970346;3,4697
0,7215114549241297;3,504
0,7253793513835167;3,5389
0,729148071010612;3,5734
0,732916790637707;3,6074
0,7366855102648021;3,6422
0,7405534067241892;3,6775
0,7444213031835764;3,7133
0,7482891996429634;3,7492
0,7521570961023505;3,7837
0,7558266388971536;3,8167
0,7595953585242488;3,8526
0,7635624318159279;3,8896
0,767430328275315;3,927
0,771397401566994;3,9639
0,7751661211940889;3,9981
0,7789348408211841;4,0329
0,7829019141128633;4,0698
0,7867698105722503;4,107
0,7906377070316374;4,1431
0,7945056034910245;4,1789
0,7983734999504116;4,2149
0,8022413964097986;4,2514
0,8060101160368937;4,2869
