Deformação (%);Tensão à flexão (MPa)
0,27810885975367505;-0,0002
0,27830750893921335;0,0011
0,2794000794596742;0,0082
0,2819825188716726;0,0237
0,2854588796185935;0,044
0,28933253873659115;0,0658
0,2932061978545888;0,0873
0,29727850615812473;0,1093
0,30135081446166073;0,1315
0,3054231227651966;0,1533
0,30949543106873256;0,1754
0,31366706396503774;0,198
0,3177393722685737;0,2196
0,3217123559793405;0,2409
0,32568533969010727;0,2627
0,3297576479936432;0,2853
0,33392928088994833;0,3082
0,3380015891934843;0,3309
0,3420738974970202;0,3541
0,3462455303933254;0,3773
0,35031783869686134;0,4004
0,3542908224076281;0,4231
0,35836313071116405;0,446
0,3624354390147;0,4697
0,3666070719110051;0,4937
0,3705800556217719;0,5168
0,37445371473976957;0,5397
0,3785260230433055;0,5636
0,3824990067540722;0,5872
0,3865713150576082;0,6119
0,39054429876837504;0,6363
0,39461660707191104;0,6604
0,3985895907826778;0,6846
0,4024632499006754;0,7085
0,40633690901867303;0,7322
0,410409217322209;0,7572
0,41438220103297574;0,7823
0,41845450933651174;0,8084
0,42262614223281686;0,8349
0,42669845053635275;0,861
0,4306714342471195;0,8854
0,4345450933651172;0,91
0,4385180770758839;0,9348
0,4423917361938816;0,9597
0,4463647199046484;0,9853
0,4504370282081844;1,0123
0,45431068732618185;1,0374
0,45818434644417955;1,0621
0,4621573301549463;1,0883
0,4662296384584823;1,1158
0,47030194676201825;1,1425
0,47437425506555425;1,1706
0,4784465633690902;1,1974
0,4825188716726261;1,2243
0,48649185538339285;1,2513
0,4905641636869289;1,2788
0,49473579658323397;1,3077
0,49900675407230827;1,3369
0,5031783869686135;1,3655
0,507052046086611;1,3912
0,5110250297973777;1,4174
0,5148986889153755;1,4438
0,5189709972189114;1,4723
0,5231426301152164;1,5017
0,5273142630115216;1,5304
0,5311879221295194;1,5571
0,535160905840286;1,5842
0,5391338895510528;1,6119
0,5431068732618195;1,6394
0,5470798569725863;1,6674
0,5510528406833531;1,6949
0,5548271752085817;1,7215
0,5588001589193484;1,7493
0,5627731426301152;1,7779
0,566746126340882;1,8067
0,570818434644418;1,8355
0,5746920937624156;1,8631
0,5786650774731823;1,8908
0,5825387365911799;1,9184
0,5865117203019468;1,9477
0,5904847040127135;1,9771
0,5944576877234804;2,0057
0,5985299960270163;2,0353
0,6025029797377831;2,0641
0,6063766388557807;2,0916
0,6103496225665475;2,1202
0,6143226062773143;2,1501
0,6183949145808503;2,1805
0,622367898291617;2,2092
0,6263408820023838;2,2388
0,6305125148986889;2,2696
0,6343861740166865;2,298
0,638259833134684;2,3254
0,6421334922526817;2,3538
0,6462058005562177;2,3843
0,6501787842669845;2,4144
0,6542510925705203;2,4448
0,6583234008740563;2,4756
0,6622963845848231;2,5055
0,6662693682955899;2,5352
0,670341676599126;2,5653
0,6744139849026619;2,5962
0,6784862932061979;2,6272
0,6824592769169646;2,6576
0,6864322606277314;2,6874
0,6904052443384983;2,7168
0,6944775526420343;2,7477
0,69854986094557;2,7785
0,7025228446563369;2,8097
0,7065951529598729;2,841
0,7107667858561779;2,8736
0,7149384187524832;2,9057
0,719010727056019;2,9373
0,7229837107667858;2,9668
0,7269566944775526;2,9967
0,7309296781883194;3,0267
0,7350019864918553;3,0588
0,7390742947953913;3,0913
0,7431466030989272;3,1221
0,7471195868096939;3,153
0,75119189511323;3,1852
0,7553635280095351;3,2175
0,759435836313071;3,25
0,7635081446166071;3,2821
0,7676797775129123;3,3143
0,7717520858164482;3,3462
0,7757250695272149;3,3777
0,7796980532379817;3,4085
0,7838696861342868;3,4411
0,7879419944378229;3,4741
0,7921136273341279;3,508
0,7963845848232022;3,5422
0,8005562177195074;3,5751
