Tempo;Deslocamento;Força;Deformação à tração (Deslocamento);Deslocamento à tração;Quantidade de PIP;Tenacidade;Tensão à tração
(s);(mm);(kN);(%);(mm);;(N/tex);(MPa)
"6,2996";"10,0768";"0,9791";"5,3035";"10,0767";"0,0000";"979,0661";"16,3178"
"6,3000";"10,0834";"0,9659";"5,3070";"10,0833";"0,0000";"965,8772";"16,0980"
"6,3004";"10,0900";"0,9526";"5,3105";"10,0900";"0,0000";"952,5739";"15,8762"
"6,3008";"10,0968";"0,9391";"5,3141";"10,0967";"0,0000";"939,1005";"15,6517"
"6,3012";"10,1036";"0,9254";"5,3176";"10,1035";"0,0000";"925,4371";"15,4240"
"6,3016";"10,1104";"0,9117";"5,3212";"10,1103";"0,0000";"911,6877";"15,1948"
"6,3020";"10,1172";"0,8979";"5,3248";"10,1171";"0,0000";"897,8799";"14,9647"
"6,3024";"10,1240";"0,8839";"5,3284";"10,1239";"0,0000";"883,9420";"14,7324"
"6,3028";"10,1307";"0,8699";"5,3319";"10,1306";"0,0000";"869,9059";"14,4984"
"6,3032";"10,1374";"0,8559";"5,3354";"10,1373";"0,0000";"855,8605";"14,2643"
"6,3036";"10,1439";"0,8418";"5,3389";"10,1439";"0,0000";"841,7755";"14,0296"
"6,3040";"10,1504";"0,8276";"5,3423";"10,1503";"0,0000";"827,6068";"13,7934"
"6,3044";"10,1567";"0,8134";"5,3456";"10,1566";"0,0000";"813,4241";"13,5571"
"6,3048";"10,1629";"0,7993";"5,3488";"10,1628";"0,0000";"799,2682";"13,3211"
"6,3052";"10,1689";"0,7851";"5,3520";"10,1688";"0,0000";"785,0852";"13,0848"
"6,3056";"10,1747";"0,7709";"5,3551";"10,1747";"0,0000";"770,8781";"12,8480"
"6,3060";"10,1804";"0,7567";"5,3581";"10,1803";"0,0000";"756,7109";"12,6118"
"6,3064";"10,1858";"0,7426";"5,3609";"10,1857";"0,0000";"742,5762";"12,3763"
"6,3068";"10,1910";"0,7284";"5,3637";"10,1910";"0,0000";"728,4407";"12,1407"
"6,3072";"10,1960";"0,7143";"5,3663";"10,1960";"0,0000";"714,3383";"11,9056"

